pokedex,name,japanese_name,chinese-name,classfication,type1,type2,abilities,percentage_male,height_m,weight_kg,base_total,hp,attack,defense,sp_attack,sp_defense,speed,base_happiness,capture_rate,generation,is_legendary,base_egg_steps,experience_growth,against_normal,against_fight,against_flying,against_poison,against_ground,against_rock,against_bug,against_ghost,against_steel,against_fire,against_water,against_grass,against_electric,against_psychic,against_ice,against_dragon,against_dark,against_fairy,img_url
456,Finneon,Keikouo閵堜究鍋嗛妶鐐藉亰閵,铻㈠厜榄 / 鑽у厜楸糦铆nggu膩ngy煤,Wing Fish Pok鑼卪on,water,,"['Swift Swim', 'Storm Drain', 'Water Veil']",50.0,0.4,7.0,330,49,49,56,49,61,66,70.0,190,4,0,5120,600000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,https://media.52poke.com/wiki/4/45/456Finneon.png
457,Lumineon,Neolant閵夊秲鍋戦妷鈹垮厒閵,闇撹櫣榄 / 闇撹櫣楸糔铆h贸ngy煤,Neon Pok鑼卪on,water,,"['Swift Swim', 'Storm Drain', 'Water Veil']",50.0,1.2,24.0,460,69,69,76,69,86,91,70.0,75,4,0,5120,600000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,https://media.52poke.com/wiki/f/f0/457Lumineon.png
458,Mantyke,Tamanta閵堣￥鍎妷鐐藉仾,灏忕悆椋涢瓪 / 灏忕悆椋為奔Xi菐oqi煤f膿iy煤,Kite Pok鑼卪on,water,flying,"['Swift Swim', 'Water Absorb', 'Water Veil']",50.0,1.0,65.0,345,45,20,50,60,120,50,70.0,25,4,0,6400,1250000,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/b/bc/458Mantyke.png/600px-458Mantyke.png
459,Snover,Yukikaburi閵夛负鍋旈妶鍎㈤妷,闆瑺鎬 / 闆瑺鎬猉u臎l矛gu脿i,Frosted Tree Pok鑼卪on,grass,ice,"['Snow Warning', 'Soundproof']",50.0,1.0,50.5,334,60,62,50,62,60,40,70.0,120,4,0,5120,1250000,1.0,2.0,2.0,2.0,0.5,2.0,2.0,1.0,2.0,4.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/d/d2/459Snover.png
460,Abomasnow,Yukinooh閵夛负鍋旈妷搴涘亼閵,鏆撮洩鐜 / 鏆撮洩鐜婤脿oxu臎w谩ng,Frosted Tree Pok鑼卪on,grass,ice,"['Snow Warning', 'Soundproof']",50.0,2.2,135.5,594,90,132,105,132,105,30,70.0,60,4,0,5120,1250000,1.0,2.0,2.0,2.0,0.5,2.0,2.0,1.0,2.0,4.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/3/3b/460Abomasnow.png
461,Weavile,Manyula閵夌偑鍎栭妷銉ｅ厳閵,鐟媰鎷 / 鐜涚媰鎷塎菐ni菙l膩,Sharp Claw Pok鑼卪on,dark,ice,"['Pressure', 'Pickpocket']",50.0,1.1,34.0,510,70,120,65,45,85,125,35.0,45,4,0,5120,1059860,1.0,4.0,1.0,1.0,1.0,2.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,0.5,2.0,https://media.52poke.com/wiki/thumb/d/d2/461Weavile.png/600px-461Weavile.png
462,Magnezone,Jibacoil閵堟悶鍎涢妶鐐藉亞閵,鑷垎纾佹 / 鑷垎纾佹猌矛b脿oc铆gu脿i,Magnet Area Pok鑼卪on,electric,steel,"['Magnet Pull', 'Sturdy', 'Analytic']",,1.2,180.0,535,70,70,115,130,90,60,70.0,30,4,0,5120,1000000,0.5,2.0,0.25,0.0,4.0,0.5,0.5,1.0,0.25,2.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,https://media.52poke.com/wiki/5/53/462Magnezone.png
463,Lickilicky,Berobelt閵夋瑣鍎归妷娆嶅劮閵,澶ц垖鑸 / 澶ц垖鑸擠脿sh茅ti菐n,Licking Pok鑼卪on,normal,,"['Own Tempo', 'Oblivious', 'Cloud Nine']",50.0,1.7,140.0,515,110,85,95,80,95,50,70.0,30,4,0,5120,1000000,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/8/8e/463Lickilicky.png/600px-463Lickilicky.png
464,Rhyperior,Dosidon閵夊鍋熼妶銈冨剶閵,瓒呯敳鐙傜妧 / 瓒呯敳鐙傜妧Ch膩oji菐ku谩ngx墨,Drill Pok鑼卪on,ground,rock,"['Lightningrod', 'Solid Rock', 'Reckless']",50.0,2.4,282.8,535,115,140,130,55,55,40,70.0,30,4,0,5120,1250000,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/d/d9/464Rhyperior.png
465,Tangrowth,Mojumbo閵夆偓鍋㈤妷锝冨厒閵,宸ㄨ敁钘 / 宸ㄨ敁钘J霉m脿nt茅ng,Vine Pok鑼卪on,grass,,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",50.0,2.0,128.6,535,100,100,125,110,50,50,70.0,30,4,0,5120,1000000,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/3/32/465Tangrowth.png/600px-465Tangrowth.png
466,Electivire,Elekible閵堛劊鍎搁妶鍎㈤妷,闆绘搳榄旂嵏 / 鐢靛嚮榄斿吔Di脿nj墨m贸sh貌u,Thunderbolt Pok鑼卪on,electric,,"['Motor Drive', 'Vital Spirit']",75.4,1.8,138.6,540,75,123,67,95,85,95,70.0,30,4,0,6400,1000000,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/2/23/466Electivire.png/600px-466Electivire.png
467,Magmortar,Booburn閵夋牓鍏楅妷鎰╁厳閵,榇ㄥ槾鐐庣嵏 / 楦槾鐐庡吔Y膩zu菒y谩nsh貌u,Blast Pok鑼卪on,fire,,"['Flame Body', 'Vital Spirit']",75.4,1.6,68.0,540,75,95,67,125,95,83,70.0,30,4,0,6400,1000000,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,https://media.52poke.com/wiki/6/60/467Magmortar.png
468,Togekiss,Togekiss閵夊牄鍋涢妶鍎嶉妶,娉㈠厠鍩烘柉 / 娉㈠厠鍩烘柉B艒k猫j墨s墨,Jubilee Pok鑼卪on,fairy,flying,"['Hustle', 'Serene Grace', 'Super Luck']",88.1,1.5,38.0,545,85,50,95,120,115,80,70.0,30,4,0,2560,800000,1.0,0.25,1.0,2.0,0.0,2.0,0.25,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,0.0,0.5,1.0,https://media.52poke.com/wiki/8/87/468Togekiss.png
469,Yanmega,Megayanma閵壜板亾閵夈們鍏傞妷,閬犲彜宸ㄨ湏 / 杩滃彜宸ㄨ湏Yu菐ng菙j霉t铆ng,Ogre Darner Pok鑼卪on,bug,flying,"['Speed Boost', 'Tinted Lens', 'Frisk']",50.0,1.9,51.5,515,86,76,86,116,56,95,70.0,30,4,0,5120,1000000,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/e/e6/469Yanmega.png
470,Leafeon,Leafia閵夊厳閵夋洏鍋呴妶,钁変紛甯 / 鍙朵紛甯僘猫y墨b霉,Verdant Pok鑼卪on,grass,,"['Leaf Guard', 'Chlorophyll']",88.1,1.0,25.5,525,65,110,130,60,65,95,35.0,45,4,0,8960,1000000,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/f/f5/470Leafeon.png/600px-470Leafeon.png
471,Glaceon,Glacia閵堣埇鍎搁妶銈冨仭閵,鍐颁紛甯 / 鍐颁紛甯傿墨ngy墨b霉,Fresh Snow Pok鑼卪on,ice,,"['Snow Cloak', 'Ice Body']",88.1,0.8,25.9,525,65,60,110,130,95,65,35.0,45,4,0,8960,1000000,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/2/23/471Glaceon.png/600px-471Glaceon.png
472,Gliscor,Glion閵堣埇鍎甸妶銈冨亼閵,澶╄爫鐜 / 澶╄潕鐜婽i膩nxi膿w谩ng,Fang Scorp Pok鑼卪on,ground,flying,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",50.0,2.0,42.5,510,75,95,125,45,75,95,70.0,30,4,0,5120,1059860,1.0,0.5,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,https://media.52poke.com/wiki/a/ac/472Gliscor.png
473,Mamoswine,Mammoo閵夌偑鍏傞妷鐘厳,璞＄墮璞 / 璞＄墮鐚猉i脿ngy谩zh奴,Twin Tusk Pok鑼卪on,ice,ground,"['Oblivious', 'Snow Cloak', 'Thick Fat']",50.0,2.5,291.0,530,110,130,80,70,60,80,70.0,50,4,0,5120,1250000,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/d/d0/473Mamoswine.png/600px-473Mamoswine.png
474,Porygon-Z,Porygon-z閵夋縿鍎堕妶娣厒閿,澶氶倞鐛革己 / 澶氳竟鍏斤己Du艒bi膩nsh貌uZ,Virtual Pok鑼卪on,normal,,"['Adaptability', 'Download', 'Analytic']",,0.9,34.0,535,85,80,70,135,75,90,70.0,30,4,0,5120,1000000,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/2/24/474Porygon-Z.png/600px-474Porygon-Z.png
475,Gallade,Erureido閵堛劊鍎烽妷鍋嗛妷,鑹捐矾闆锋湹 / 鑹捐矾闆锋湹脌il霉l茅idu菕,Blade Pok鑼卪on,psychic,fighting,"['Steadfast', 'Justified']",100.0,1.6,52.0,618,68,165,95,65,115,110,35.0,45,4,0,5120,1250000,1.0,0.5,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,https://media.52poke.com/wiki/thumb/5/58/475Gallade.png/600px-475Gallade.png
476,Probopass,Dainose閵夐妶銈冨剻閵夌鍋,澶ф湞鍖楅蓟 / 澶ф湞鍖楅蓟D脿ch谩ob臎ib铆,Compass Pok鑼卪on,rock,steel,"['Sturdy', 'Magnet Pull', 'Sand Force']",50.0,1.4,340.0,525,60,55,145,75,150,40,70.0,60,4,0,5120,1000000,0.25,4.0,0.25,0.0,4.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,https://media.52poke.com/wiki/a/a6/476Probopass.png
477,Dusknoir,Yonoir閵夈劊鍎欓妷鍏楅妷,榛戝榄旈潏 / 榛戝榄旂伒H膿iy猫m贸l铆ng,Gripper Pok鑼卪on,ghost,,"['Pressure', 'Frisk']",50.0,2.2,106.6,525,45,100,135,65,135,45,35.0,45,4,0,6400,800000,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,https://media.52poke.com/wiki/4/4f/477Dusknoir.png
478,Froslass,Yukimenoko閵夛负鍋旈妷掳鍎欓妶,闆濂 / 闆濂砐u臎y膩on菤,Snow Land Pok鑼卪on,ice,ghost,"['Snow Cloak', 'Cursed Body']",0.0,1.3,26.6,480,70,80,70,80,70,110,70.0,75,4,0,5120,1000000,0.0,0.0,1.0,0.5,1.0,2.0,0.5,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,https://media.52poke.com/wiki/thumb/a/a2/478Froslass.png/600px-478Froslass.png
479,Rotom,Rotom閵夊創閵,娲涙墭濮 / 娲涙墭濮哃u貌tu艒m菙,Plasma Pok鑼卪on,electric,ghost,['Levitate'],,0.3,0.3,520,50,65,107,105,107,86,70.0,45,4,0,5120,1000000,0.0,0.0,0.5,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,https://media.52poke.com/wiki/thumb/c/c5/479Rotom.png/520px-479Rotom.png
480,Uxie,Yuxie閵夛负鍋楅妶鏋厳,鐢卞厠甯 / 鐢卞厠甯孻贸uk猫x墨,Knowledge Pok鑼卪on,psychic,,['Levitate'],,0.3,0.3,580,75,75,130,75,130,95,140.0,3,4,1,20480,1250000,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,https://media.52poke.com/wiki/thumb/e/ef/480Uxie.png/600px-480Uxie.png
481,Mesprit,Emrit閵堛劊鍎妷鍎嶉妷,鑹惧鍒╁ / 鑹惧鍒╁脌im菙l矛du艒,Emotion Pok鑼卪on,psychic,,['Levitate'],,0.3,0.3,580,80,105,105,105,105,80,140.0,3,4,1,20480,1250000,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,https://media.52poke.com/wiki/thumb/4/40/481Mesprit.png/600px-481Mesprit.png
482,Azelf,Agnome閵堚偓鍋橀妷搴涘劕,浜炲厠璜惧 / 浜氬厠璇哄Y脿k猫nu貌m菙,Willpower Pok鑼卪on,psychic,,['Levitate'],,0.3,0.3,580,75,125,70,125,70,115,140.0,3,4,1,20480,1250000,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,https://media.52poke.com/wiki/thumb/d/d0/482Azelf.png/600px-482Azelf.png
483,Dialga,Dialga閵夊洢鍋呴妶鈧劮閵,甯濈墮鐩у崱 / 甯濈墮鍗㈠崱D矛y谩l煤k菐,Temporal Pok鑼卪on,steel,dragon,"['Pressure', 'Telepathy']",,5.4,683.0,680,100,120,120,150,100,90,0.0,3,4,1,30720,1250000,0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,1.0,0.5,0.25,0.5,0.5,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/8/8a/483Dialga.png/600px-483Dialga.png
484,Palkia,Palkia閵夋垯鍎烽妶鍋,甯曡矾濂囦簽 / 甯曡矾濂囦簹P脿l霉q铆y脿,Spatial Pok鑼卪on,water,dragon,"['Pressure', 'Telepathy']",,4.2,336.0,680,90,120,100,150,120,100,0.0,3,4,1,30720,1250000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.25,1.0,1.0,1.0,1.0,2.0,1.0,2.0,https://media.52poke.com/wiki/thumb/6/66/484Palkia.png/600px-484Palkia.png
485,Heatran,Heatran閵夋帇鍏楅妷澶堝劦閵,甯钘嶆仼 / 甯钃濇仼X铆du艒l谩n'膿n,Lava Dome Pok鑼卪on,fire,steel,"['Flash Fire', 'Flame Body']",50.0,1.7,430.0,600,91,90,106,130,106,77,100.0,3,4,1,2560,1250000,0.5,2.0,0.5,0.0,4.0,1.0,0.25,1.0,0.25,1.0,2.0,0.25,1.0,0.5,0.25,0.5,1.0,0.25,https://media.52poke.com/wiki/thumb/b/b7/485Heatran.png/600px-485Heatran.png
486,Regigigas,Regigigas閵夊仮閵堝亾閵,闆峰悏濂囧崱鏂 / 闆峰悏濂囧崱鏂疞茅ij铆q铆k菐s墨,Colossal Pok鑼卪on,normal,,['Slow Start'],,3.7,420.0,670,110,160,110,80,110,100,0.0,3,4,1,30720,1250000,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/a/a1/486Regigigas.png/600px-486Regigigas.png
487,Giratina,Giratina (another Forme)閵堝劦閵夊棎鍋呴妷,楱庢媺甯濈磵 / 楠戞媺甯濈撼Q铆l膩d矛n脿,Renegade Pok鑼卪on,ghost,dragon,"['Pressure', 'Telepathy', 'Levitate']",,4.5,750.0,680,150,120,100,120,100,90,0.0,3,4,1,30720,1250000,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,2.0,2.0,https://media.52poke.com/wiki/thumb/0/0b/487Giratina.png/600px-487Giratina.png
488,Cresselia,Cresselia閵堝劯閵堟眹鍎堕妶,鍏嬮浄鑹插埄浜 / 鍏嬮浄鑹插埄浜欿猫l茅is猫l矛y脿,Lunar Pok鑼卪on,psychic,,['Levitate'],0.0,1.5,85.6,600,120,70,120,75,130,85,100.0,3,4,1,30720,1250000,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,https://media.52poke.com/wiki/thumb/4/4a/488Cresselia.png/600px-488Cresselia.png
489,Phione,Phione閵夋洏鍋呴妶鍎,闇忔瓙绱 / 闇忔绾矲膿i'艒un脿,Sea Drifter Pok鑼卪on,water,,['Hydration'],,0.4,3.1,480,80,80,80,80,80,80,70.0,30,4,0,10240,1250000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/7/72/489Phione.png/600px-489Phione.png
490,Manaphy,Manaphy閵夌偑鍎曢妷鏇樺亝,鐟磵闇 / 鐜涚撼闇廙菐n脿f膿i,Seafaring Pok鑼卪on,water,,['Hydration'],,0.3,1.4,600,100,100,100,100,100,100,70.0,3,4,1,2560,1250000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/2/2e/490Manaphy.png/600px-490Manaphy.png
491,Darkrai,Darkrai閵夐妷绗哄仐閵夆斂鍋,閬斿厠钀婁紛 / 杈惧厠鑾变紛D谩k猫l谩iy墨,Pitch-Black Pok鑼卪on,dark,,['Bad Dreams'],,1.5,50.5,600,70,90,90,135,90,125,0.0,3,4,1,30720,1250000,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,https://media.52poke.com/wiki/thumb/6/6d/491Darkrai.png/600px-491Darkrai.png
492,Shaymin,Shaymin (sky Forme)閵堟灚鍋嬮妶銈冨劔,璎濈背 / 璋㈢背Xi猫m菒,Gratitude Pok鑼卪on,grass,grass,"['Natural Cure', 'Serene Grace']",,0.2,2.1,600,100,103,75,120,75,127,100.0,45,4,1,30720,1059860,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/6/61/492Shaymin.png/600px-492Shaymin.png
493,Arceus,Arceus閵堚偓鍎烽妶姹囧亰閵,闃跨埦瀹欐柉 / 闃垮皵瀹欐柉膧'臎rzh貌us墨,Alpha Pok鑼卪on,normal,,['Multitype'],,3.2,320.0,720,120,120,120,120,120,120,0.0,3,4,1,30720,1250000,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/f/fc/493Arceus.png/600px-493Arceus.png
494,Victini,Victini閵夋挶鍋楅妷鍡愬亝閵,姣斿厠鎻愬凹 / 姣斿厠鎻愬凹B菒k猫t铆n铆,Victory Pok鑼卪on,psychic,fire,['Victory Star'],,0.4,4.0,600,100,100,100,100,100,100,100.0,3,5,1,30720,1250000,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,0.5,0.5,2.0,0.5,1.0,0.5,0.5,1.0,2.0,0.5,https://media.52poke.com/wiki/thumb/6/60/494Victini.png/500px-494Victini.png
495,Snivy,Tsutarja閵夊嫨鍋妷绗哄仮閵,钘よ棨铔 / 钘よ棨铔嘥茅ngt茅ngsh茅,Grass Snake Pok鑼卪on,grass,,"['Overgrow', 'Contrary']",88.1,0.6,8.1,308,45,45,55,45,55,63,70.0,45,5,0,5120,1059860,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/7/75/495Snivy.png/600px-495Snivy.png
496,Servine,Janovy閵堟悶鍎妷搴涘劄閵,闈掕棨铔 / 闈掕棨铔嘠墨ngt茅ngsh茅,Grass Snake Pok鑼卪on,grass,,"['Overgrow', 'Contrary']",88.1,0.8,16.0,413,60,60,75,60,75,83,70.0,45,5,0,5120,1059860,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/7/73/496Servine.png/600px-496Servine.png
497,Serperior,Jalorda閵堟悶鍎妷鍏楅妷,鍚涗富铔 / 鍚涗富铔嘕奴nzh菙sh茅,Regal Pok鑼卪on,grass,,"['Overgrow', 'Contrary']",88.1,3.3,63.0,528,75,75,95,75,95,113,70.0,45,5,0,5120,1059860,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/b/b7/497Serperior.png/600px-497Serperior.png
498,Tepig,Pokabu閵夋縿鍋掗妷,鏆栨殩璞 / 鏆栨殩鐚狽u菐nnu菐nzh奴,Fire Pig Pok鑼卪on,fire,,"['Blaze', 'Thick Fat']",88.1,0.5,9.9,308,65,63,45,45,45,45,70.0,45,5,0,5120,1059860,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,https://media.52poke.com/wiki/thumb/5/5b/498Tepig.png/600px-498Tepig.png
499,Pignite,Chaoboo閵変降鍎妶鍎㈤妷,鐐掔倰璞 / 鐐掔倰鐚狢h菐och菐ozh奴,Fire Pig Pok鑼卪on,fire,fighting,"['Blaze', 'Thick Fat']",88.1,1.0,55.5,418,90,93,55,70,55,55,70.0,45,5,0,5120,1059860,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,0.5,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.5,1.0,https://media.52poke.com/wiki/thumb/e/e8/499Pignite.png/600px-499Pignite.png
500,Emboar,Enbuoh閵堛劊鍏傞妷鏍ュ亼閵,鐐庢鐜 / 鐐庢鐜媃谩nw菙w谩ng,Mega Fire Pig Pok鑼卪on,fire,fighting,"['Blaze', 'Reckless']",88.1,1.6,150.0,528,110,123,65,100,65,65,70.0,45,5,0,5120,1059860,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,0.5,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.5,1.0,https://media.52poke.com/wiki/thumb/1/18/500Emboar.png/600px-500Emboar.png
501,Oshawott,Mijumaru閵夌喆鍋㈤妷銉ｅ劒閵,姘存按鐛 / 姘存按鐛璖hu菒shu菒t菐,Sea Otter Pok鑼卪on,water,,"['Torrent', 'Shell Armor']",88.1,0.5,5.9,308,55,55,45,63,45,45,70.0,45,5,0,5120,1059860,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/3/3b/501Oshawott.png/600px-501Oshawott.png
502,Dewott,Futachimaru閵夋洏鍋妷浣靛劒閵,闆欏垉涓 / 鍙屽垉涓窼hu膩ngr猫nw谩n,Discipline Pok鑼卪on,water,,"['Torrent', 'Shell Armor']",88.1,0.8,24.5,413,75,75,60,83,60,60,70.0,45,5,0,5120,1059860,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/e/e4/502Dewott.png/600px-502Dewott.png
503,Samurott,Daikenki閵夐妶銈冨仚閵夌偨鍋,澶у妽楝 / 澶у墤楝糄脿ji脿ngu菒,Formidable Pok鑼卪on,water,,"['Torrent', 'Shell Armor']",88.1,1.5,94.6,528,95,100,85,108,70,70,70.0,45,5,0,5120,1059860,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/b/b5/503Samurott.png/600px-503Samurott.png
504,Patrat,Minezumi閵夌喆鍎橀妶鎭掑劔,鎺㈡帰榧 / 鎺㈡帰榧燭脿nt脿nsh怒,Scout Pok鑼卪on,normal,,"['Run Away', 'Keen Eye', 'Analytic']",50.0,0.5,11.6,255,45,55,39,35,39,42,70.0,255,5,0,3840,1000000,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/c/cb/504Patrat.png/600px-504Patrat.png
505,Watchog,Miruhog閵夌喆鍎烽妷娑栧剭閵,姝ュ摠榧 / 姝ュ摠榧燘霉sh脿osh怒,Lookout Pok鑼卪on,normal,,"['Illuminate', 'Keen Eye', 'Analytic']",50.0,1.1,27.0,420,60,85,69,60,69,77,70.0,255,5,0,5120,1000000,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/3/3e/505Watchog.png/600px-505Watchog.png
506,Lillipup,Yorterrie閵夈劊鍏楅妷鍡愬劧閵,灏忕磩鍏 / 灏忕害鍏媂i菐oyu膿k猫,Puppy Pok鑼卪on,normal,,"['Vital Spirit', 'Pickup', 'Run Away']",50.0,0.4,4.1,275,45,60,45,25,45,55,70.0,255,5,0,3840,1059860,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/7/7e/506Lillipup.png/600px-506Lillipup.png
507,Herdier,Herderrie閵夊繈鍏楅妷鍥ュ劧閵,鍝堢磩鍏 / 鍝堢害鍏婬膩yu膿k猫,Loyal Dog Pok鑼卪on,normal,,"['Intimidate', 'Sand Rush', 'Scrappy']",50.0,0.9,14.7,370,65,80,65,35,65,60,70.0,120,5,0,3840,1059860,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/9/96/507Herdier.png/600px-507Herdier.png
